Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Assembly Name	Assembly Accession	Annotation Name	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Assembly Submitter	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Assembly Stats Contig N50	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Assembly BioSample Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title
Pectobacterium carotovorum subsp. carotovorum WPP14		WPP14				ASM17315v1	GCA_000173155.1										University of Wisconsin	4823187	Contig	2008-09-09	37002			SAMN02472006	PRJNA31123			Wisconsin potato isolate
Pectobacterium fontis		M022				ASM80321v1	GCF_000803215.1	From INSDC submitter									University of Malaya	4151564	Contig	2014-12-17	126203	3825	3661	SAMN03154070	PRJNA265921			Genome sequencing of Pectobacterium carotovorum M022
Pectobacterium fontis		M022				ASM80321v1	GCA_000803215.1	From INSDC submitter									University of Malaya	4151564	Contig	2014-12-17	126203	3759	3600	SAMN03154070	PRJNA265921			Genome sequencing of Pectobacterium carotovorum M022
Pectobacterium odoriferum		JK2.1				ASM993129v1	GCF_009931295.1	From INSDC submitter									Rural Development Administration	5100258	Complete Genome	2020-01-27	4997932	4656	4372	SAMN10698425	PRJNA513207			Korean Pectobacterium
Pectobacterium odoriferum		NCPPB3841				ASM75471v1	GCF_000754715.1	From INSDC submitter									Food and Environment Research Agency	5472601	Contig	2014-09-15	238674	5159	4885	SAMN03010638	PRJNA259700			Pectobacterium odoriferum Genome sequencing and assembly
Pectobacterium odoriferum		NCPPB 3839				ASM75476v1	GCF_000754765.1	From INSDC submitter									Food and Environment Research Agency	5066211	Contig	2014-09-15	278770	4694	4427	SAMN03010636	PRJNA259700			Pectobacterium odoriferum Genome sequencing and assembly
Pectobacterium odoriferum		BC S7				ASM76953v1	GCF_000769535.1	From INSDC submitter									Beijing Agro-Biotechnology Research Center	4933575	Complete Genome	2014-10-28	4933575	4418	3924	SAMN03098274	PRJNA263297			Pectobacterium odoriferum strain:BC S7 Genome sequencing
Pectobacterium odoriferum		Q3				ASM290400v1	GCF_002904005.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5050068	Scaffold	2018-01-29	222532	4623	4345	SAMN06205152	PRJNA360171			Pectobacterium carotovorum subsp. odoriferum Q3 strain Genome sequencing and assembly
Pectobacterium odoriferum		Q40				ASM290402v1	GCF_002904025.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5144582	Scaffold	2018-01-29	168533	4664	4402	SAMN06205229	PRJNA360196			Pectobacterium carotovorum subsp. odoriferum Q40 Genome sequencing and assembly
Pectobacterium odoriferum		Q32				ASM290404v1	GCF_002904045.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4972249	Scaffold	2018-01-29	242905	4514	4270	SAMN06205240	PRJNA360195			Pectobacterium odoriferum strain:Q32 Genome sequencing and assembly
Pectobacterium odoriferum		Q47				ASM290405v1	GCF_002904055.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4922397	Scaffold	2018-01-29	224535	4427	4187	SAMN06205241	PRJNA360201			Pectobacterium carotovorum subsp. odoriferum strain Q47 Genome sequencing and assembly
Pectobacterium odoriferum		Q106				ASM290408v1	GCF_002904085.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5058220	Scaffold	2018-01-29	264533	4571	4320	SAMN06205303	PRJNA360215			Pectobacterium carotovorum subsp. odoriferum Genome strain Q106 sequencing and assembly
Pectobacterium odoriferum		Q115				ASM290410v1	GCF_002904105.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5085540	Scaffold	2018-01-29	207921	4575	4311	SAMN06205304	PRJNA360216			Pectobacterium carotovorum subsp. odoriferum strain Q115 Genome sequencing and assembly
Pectobacterium odoriferum		S6-2				ASM290412v1	GCF_002904125.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4867089	Scaffold	2018-01-29	283031	4390	4156	SAMN06205363	PRJNA360223			Pectobacterium carotovorum subsp. odoriferum strain S6-2 Genome sequencing and assembly
Pectobacterium odoriferum		T4				ASM290414v1	GCF_002904145.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5061459	Scaffold	2018-01-29	239444	4626	4389	SAMN06205364	PRJNA360220			Pectobacterium carotovorum subsp. odoriferum strain T4 Genome sequencing and assembly
Pectobacterium odoriferum		Q142				ASM290418v1	GCF_002904185.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5083832	Scaffold	2018-01-29	232251	4575	4315	SAMN06205365	PRJNA360218			Pectobacterium carotovorum subsp. odoriferum strain Q142 Genome sequencing and assembly
Pectobacterium odoriferum		Q166				ASM290419v1	GCF_002904195.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5086265	Scaffold	2018-01-29	232238	4571	4317	SAMN06205368	PRJNA360219			Pectobacterium carotovorum subsp. odoriferum strain Q166 Genome sequencing and assembly
Pectobacterium odoriferum		S6				ASM290422v1	GCF_002904225.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4869321	Scaffold	2018-01-29	251357	4391	4157	SAMN06209135	PRJNA360222			Pectobacterium carotovorum subsp. odoriferum strain S6 Genome sequencing and assembly
Pectobacterium odoriferum		T5				ASM290425v1	GCF_002904255.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5129710	Scaffold	2018-01-29	254985	4636	4367	SAMN06209134	PRJNA360221			Pectobacterium carotovorum subsp. odoriferum strain T5 Genome sequencing and assembly
Pectobacterium odoriferum		CFBP8735				ASM1345004v1	GCF_013450045.1	From INSDC submitter									Sorbonne University	4974102	Scaffold	2020-07-21	114589	4537	4250	SAMN15374999	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium odoriferum		A367-S5-N16				ASM2040659v1	GCF_020406595.1	From INSDC submitter									Sorbonne University	4947480	Scaffold	2021-10-10	75356	4526	4327	SAMN22029076	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium odoriferum		NCPPB3841				ASM75471v1	GCA_000754715.1	From INSDC submitter									Food and Environment Research Agency	5472601	Contig	2014-09-15	238674	4891	4738	SAMN03010638	PRJNA259700			Pectobacterium odoriferum Genome sequencing and assembly
Pectobacterium odoriferum		NCPPB 3839				ASM75476v1	GCA_000754765.1	From INSDC submitter									Food and Environment Research Agency	5066211	Contig	2014-09-15	278770	4449	4304	SAMN03010636	PRJNA259700			Pectobacterium odoriferum Genome sequencing and assembly
Pectobacterium odoriferum		BC S7				ASM76953v1	GCA_000769535.1	From INSDC submitter									Beijing Agro-Biotechnology Research Center	4933575	Complete Genome	2014-10-28	4933575	4340	3855	SAMN03098274	PRJNA263297			Pectobacterium odoriferum strain:BC S7 Genome sequencing
Pectobacterium odoriferum		Q3				ASM290400v1	GCA_002904005.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5050068	Scaffold	2018-01-29	222532	4719	4436	SAMN06205152	PRJNA360171			Pectobacterium carotovorum subsp. odoriferum Q3 strain Genome sequencing and assembly
Pectobacterium odoriferum		Q40				ASM290402v1	GCA_002904025.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5144582	Scaffold	2018-01-29	168533	4743	4449	SAMN06205229	PRJNA360196			Pectobacterium carotovorum subsp. odoriferum Q40 Genome sequencing and assembly
Pectobacterium odoriferum		Q32				ASM290404v1	GCA_002904045.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4972249	Scaffold	2018-01-29	242905	4608	4356	SAMN06205240	PRJNA360195			Pectobacterium odoriferum strain:Q32 Genome sequencing and assembly
Pectobacterium odoriferum		Q47				ASM290405v1	GCA_002904055.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4922397	Scaffold	2018-01-29	224535	4503	4250	SAMN06205241	PRJNA360201			Pectobacterium carotovorum subsp. odoriferum strain Q47 Genome sequencing and assembly
Pectobacterium odoriferum		Q106				ASM290408v1	GCA_002904085.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5058220	Scaffold	2018-01-29	264533	4668	4384	SAMN06205303	PRJNA360215			Pectobacterium carotovorum subsp. odoriferum Genome strain Q106 sequencing and assembly
Pectobacterium odoriferum		Q115				ASM290410v1	GCA_002904105.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5085540	Scaffold	2018-01-29	207921	4650	4356	SAMN06205304	PRJNA360216			Pectobacterium carotovorum subsp. odoriferum strain Q115 Genome sequencing and assembly
Pectobacterium odoriferum		S6-2				ASM290412v1	GCA_002904125.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4867089	Scaffold	2018-01-29	283031	4485	4226	SAMN06205363	PRJNA360223			Pectobacterium carotovorum subsp. odoriferum strain S6-2 Genome sequencing and assembly
Pectobacterium odoriferum		T4				ASM290414v1	GCA_002904145.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5061459	Scaffold	2018-01-29	239444	4715	4452	SAMN06205364	PRJNA360220			Pectobacterium carotovorum subsp. odoriferum strain T4 Genome sequencing and assembly
Pectobacterium odoriferum		Q142				ASM290418v1	GCA_002904185.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5083832	Scaffold	2018-01-29	232251	4650	4363	SAMN06205365	PRJNA360218			Pectobacterium carotovorum subsp. odoriferum strain Q142 Genome sequencing and assembly
Pectobacterium odoriferum		Q166				ASM290419v1	GCA_002904195.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5086265	Scaffold	2018-01-29	232238	4649	4361	SAMN06205368	PRJNA360219			Pectobacterium carotovorum subsp. odoriferum strain Q166 Genome sequencing and assembly
Pectobacterium odoriferum		S6				ASM290422v1	GCA_002904225.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4869321	Scaffold	2018-01-29	251357	4480	4221	SAMN06209135	PRJNA360222			Pectobacterium carotovorum subsp. odoriferum strain S6 Genome sequencing and assembly
Pectobacterium odoriferum		T5				ASM290425v1	GCA_002904255.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	5129710	Scaffold	2018-01-29	254985	4727	4422	SAMN06209134	PRJNA360221			Pectobacterium carotovorum subsp. odoriferum strain T5 Genome sequencing and assembly
Pectobacterium odoriferum		JK2.1				ASM993129v1	GCA_009931295.1	From INSDC submitter									Rural Development Administration	5100258	Complete Genome	2020-01-27	4997932	4709	4391	SAMN10698425	PRJNA513207			Korean Pectobacterium
Pectobacterium odoriferum		CFBP8735				ASM1345004v1	GCA_013450045.1	From INSDC submitter									Sorbonne University	4974102	Scaffold	2020-07-21	114589	4537	4323	SAMN15374999	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium odoriferum		A367-S5-N16				ASM2040659v1	GCA_020406595.1	From INSDC submitter									Sorbonne University	4947480	Scaffold	2021-10-10	75356	4524	4358	SAMN22029076	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium parmentieri		IFB5427				ASM399274v1	GCF_003992745.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5227302	Complete Genome	2019-01-04	5125304	4884	4676	SAMN08494000	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		SCC3193				ASM26092v1	GCF_000260925.1	From INSDC submitter									University of Helsinki	5164411	Complete Genome	2012-05-02	5164411	4797	4515	SAMN02604188	PRJNA122637			Pectobacterium parmentieri strain:SCC3193 Genome sequencing
Pectobacterium parmentieri		RNS 08-42-1A				PecWasRNS_1.0	GCF_000757625.1	From INSDC submitter									CNRS - UPR2355	5015359	Scaffold	2014-10-03	448690	4610	4403	SAMN02729843	PRJNA243029			Pectobacterium wasabiae strain:RNS08.42.1A Genome sequencing and assembly
Pectobacterium parmentieri		RNS 08-42-1A				ASM174214v1	GCF_001742145.1	From INSDC submitter									Institute for integrative biology of the cell	5030841	Complete Genome	2016-09-22	5030841	4677	4470	SAMN02729843	PRJNA321811			Pectobacterium wasabiae strain:RNS 08.42.1A Genome sequencing and assembly
Pectobacterium parmentieri		PB20				ASM292004v1	GCF_002920045.1	From INSDC submitter									Institute of Bioorganic Chemistry	4822743	Contig	2018-02-06	290267	4450	4214	SAMN07572933	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium parmentieri		PB20				ASM292004v2	GCF_002920045.2	From INSDC submitter									Institute of Bioorganic Chemistry	4847736	Complete Genome	2020-12-01	4847736	4426	4222	SAMN07572933	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium parmentieri		SS90				ASM312178v1	GCF_003121785.1	From INSDC submitter									University of Agriculture Faisalabad	4917173	Contig	2018-05-12	176176	4552	4348	SAMN08979057	PRJNA453473			Genomic diversity of Blackleg pathogens in Pakistan
Pectobacterium parmentieri		IFB5626				ASM362801v1	GCF_003628015.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5059731	Scaffold	2018-10-10	4422084	4717	4501	SAMN08494010	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5597				ASM362802v1	GCF_003628025.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5046647	Contig	2018-10-10	1593647	4665	4435	SAMN08494005	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5408				ASM362857v1	GCF_003628575.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5022017	Complete Genome	2018-10-11	5022017	4620	4398	SAMN08493999	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5485				ASM362859v1	GCF_003628595.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	4885249	Complete Genome	2018-10-11	4885249	4463	4229	SAMN08494003	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5623				ASM362861v1	GCF_003628615.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5006798	Chromosome	2018-10-11	4610123	4636	4401	SAMN08494009	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5432				ASM362863v1	GCF_003628635.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5010533	Complete Genome	2018-10-11	5010533	4636	4389	SAMN08494001	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5441				ASM362865v1	GCF_003628655.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5082177	Complete Genome	2018-10-11	5082177	4706	4470	SAMN08494002	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5486				ASM362867v1	GCF_003628675.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5038122	Complete Genome	2018-10-11	5038122	4649	4427	SAMN08494004	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5604				ASM362869v1	GCF_003628695.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	4877201	Complete Genome	2018-10-11	4877201	4466	4232	SAMN08494006	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5605				ASM362871v1	GCF_003628715.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5040694	Chromosome	2018-10-11	3823946	4676	4467	SAMN08494007	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5619				ASM362873v1	GCF_003628735.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	4959302	Complete Genome	2018-10-11	4959302	4543	4310	SAMN08494008	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		HC				ASM993153v1	GCF_009931535.1	From INSDC submitter									Highland Agriculture Research Institute	5208618	Complete Genome	2020-01-27	5208618	4878	4539	SAMN13381035	PRJNA591387			Pectobacterium parmentieri strain:HC Genome sequencing
Pectobacterium parmentieri		NY1712A				ASM1610702v1	GCF_016107025.1	From INSDC submitter									Cornell University	4935912	Contig	2020-12-17	121899	4642	4401	SAMN12799119	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1722A				ASM1610703v1	GCF_016107035.1	From INSDC submitter									Cornell University	4994929	Contig	2020-12-17	138631	4694	4460	SAMN12799120	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1588A				ASM1610706v1	GCF_016107065.1	From INSDC submitter									Cornell University	5215365	Contig	2020-12-17	85069	4902	4635	SAMN12799118	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1587A				ASM1610708v1	GCF_016107085.1	From INSDC submitter									Cornell University	4824153	Contig	2020-12-17	102885	4467	4220	SAMN12799117	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1585A				ASM1610709v1	GCF_016107095.1	From INSDC submitter									Cornell University	5151231	Contig	2020-12-17	91555	4891	4582	SAMN12799116	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1548A				ASM1610712v1	GCF_016107125.1	From INSDC submitter									Cornell University	5146399	Contig	2020-12-17	80533	4872	4581	SAMN12799114	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1584A				ASM1610713v1	GCF_016107135.1	From INSDC submitter									Cornell University	4826599	Contig	2020-12-17	143121	4467	4216	SAMN12799115	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1540A				ASM1610716v1	GCF_016107165.1	From INSDC submitter									Cornell University	5200533	Contig	2020-12-17	91555	5021	4653	SAMN12799113	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1532B				ASM1610718v1	GCF_016107185.1	From INSDC submitter									Cornell University	4824925	Contig	2020-12-17	143026	4461	4217	SAMN12799111	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1533B				ASM1610719v1	GCF_016107195.1	From INSDC submitter									Cornell University	5151244	Contig	2020-12-17	91555	4887	4575	SAMN12799112	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		WC19161				ASM1612689v1	GCF_016126895.1	From INSDC submitter									Inner Mongolia University	4990747	Complete Genome	2020-12-20	4990747	4587	4384	SAMN17066455	PRJNA684695			Pectobacterium parmentieri strain:WC19161 Genome sequencing
Pectobacterium parmentieri		QK-5				ASM1686493v1	GCF_016864935.1	From INSDC submitter									Fujian Academy of Agricultural Sciences	5047152	Complete Genome	2021-02-11	5047152	4632	4389	SAMN16287580	PRJNA666279			Complete genome sequences of three Pectobacterium strains isolated from potato plant with blackleg symptoms and comparative genomic analyses
Pectobacterium parmentieri		IPO:1955				ASM1695027v1	GCF_016950275.1	From INSDC submitter									Wageningen Plant Research	4912241	Scaffold	2021-02-25	267299	4549	4330	SAMN15660320	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium parmentieri		SCC3193				ASM26092v1	GCA_000260925.1	From INSDC submitter									University of Helsinki	5164411	Complete Genome	2012-05-02	5164411	4804	4705	SAMN02604188	PRJNA122637			Pectobacterium parmentieri strain:SCC3193 Genome sequencing
Pectobacterium parmentieri		RNS 08-42-1A				PecWasRNS_1.0	GCA_000757625.1										CNRS - UPR2355	5015359	Scaffold	2014-10-03	448690			SAMN02729843	PRJNA243029			Pectobacterium wasabiae strain:RNS08.42.1A Genome sequencing and assembly
Pectobacterium parmentieri		RNS 08-42-1A				ASM174214v1	GCA_001742145.1	From INSDC submitter									Institute for integrative biology of the cell	5030841	Complete Genome	2016-09-22	5030841	4564	4395	SAMN02729843	PRJNA321811			Pectobacterium wasabiae strain:RNS 08.42.1A Genome sequencing and assembly
Pectobacterium parmentieri		PB20				ASM292004v2	GCA_002920045.2	From INSDC submitter									Institute of Bioorganic Chemistry	4847736	Complete Genome	2020-12-01	4847736	4430	4203	SAMN07572933	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium parmentieri		SS90				ASM312178v1	GCA_003121785.1	From INSDC submitter									University of Agriculture Faisalabad	4917173	Contig	2018-05-12	176176	4656	4395	SAMN08979057	PRJNA453473			Genomic diversity of Blackleg pathogens in Pakistan
Pectobacterium parmentieri		IFB5626				ASM362801v1	GCA_003628015.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5059731	Scaffold	2018-10-10	4422084	4790	4519	SAMN08494010	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5597				ASM362802v1	GCA_003628025.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5046647	Contig	2018-10-10	1593647	4734	4443	SAMN08494005	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5408				ASM362857v1	GCA_003628575.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5022017	Complete Genome	2018-10-11	5022017	4707	4420	SAMN08493999	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5485				ASM362859v1	GCA_003628595.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	4885249	Complete Genome	2018-10-11	4885249	4534	4252	SAMN08494003	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5623				ASM362861v1	GCA_003628615.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5006798	Chromosome	2018-10-11	4610123	4713	4422	SAMN08494009	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5432				ASM362863v1	GCA_003628635.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5010533	Complete Genome	2018-10-11	5010533	4709	4406	SAMN08494001	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5441				ASM362865v1	GCA_003628655.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5082177	Complete Genome	2018-10-11	5082177	4782	4492	SAMN08494002	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5486				ASM362867v1	GCA_003628675.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5038122	Complete Genome	2018-10-11	5038122	4738	4454	SAMN08494004	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5604				ASM362869v1	GCA_003628695.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	4877201	Complete Genome	2018-10-11	4877201	4535	4249	SAMN08494006	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5605				ASM362871v1	GCA_003628715.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5040694	Chromosome	2018-10-11	3823946	4762	4494	SAMN08494007	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5619				ASM362873v1	GCA_003628735.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	4959302	Complete Genome	2018-10-11	4959302	4612	4328	SAMN08494008	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		IFB5427				ASM399274v1	GCA_003992745.1	From INSDC submitter									University of Gdansk, Intercollegiate Faculty of Biotechnology UG&MUG	5227302	Complete Genome	2019-01-04	5125304	4963	4679	SAMN08494000	PRJNA433470			Pangenome studies of Pectobacterium parmentieri
Pectobacterium parmentieri		HC				ASM993153v1	GCA_009931535.1	From INSDC submitter									Highland Agriculture Research Institute	5208618	Complete Genome	2020-01-27	5208618	4871	4518	SAMN13381035	PRJNA591387			Pectobacterium parmentieri strain:HC Genome sequencing
Pectobacterium parmentieri		NY1712A				ASM1610702v1	GCA_016107025.1	From INSDC submitter									Cornell University	4935912	Contig	2020-12-17	121899	4705	4474	SAMN12799119	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1722A				ASM1610703v1	GCA_016107035.1	From INSDC submitter									Cornell University	4994929	Contig	2020-12-17	138631	4759	4540	SAMN12799120	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1588A				ASM1610706v1	GCA_016107065.1	From INSDC submitter									Cornell University	5215365	Contig	2020-12-17	85069	4964	4732	SAMN12799118	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1587A				ASM1610708v1	GCA_016107085.1	From INSDC submitter									Cornell University	4824153	Contig	2020-12-17	102885	4512	4281	SAMN12799117	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1585A				ASM1610709v1	GCA_016107095.1	From INSDC submitter									Cornell University	5151231	Contig	2020-12-17	91555	4955	4730	SAMN12799116	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1548A				ASM1610712v1	GCA_016107125.1	From INSDC submitter									Cornell University	5146399	Contig	2020-12-17	80533	4922	4696	SAMN12799114	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1584A				ASM1610713v1	GCA_016107135.1	From INSDC submitter									Cornell University	4826599	Contig	2020-12-17	143121	4520	4290	SAMN12799115	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1540A				ASM1610716v1	GCA_016107165.1	From INSDC submitter									Cornell University	5200533	Contig	2020-12-17	91555	5080	4842	SAMN12799113	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1532B				ASM1610718v1	GCA_016107185.1	From INSDC submitter									Cornell University	4824925	Contig	2020-12-17	143026	4512	4282	SAMN12799111	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		NY1533B				ASM1610719v1	GCA_016107195.1	From INSDC submitter									Cornell University	5151244	Contig	2020-12-17	91555	4951	4722	SAMN12799112	PRJNA573064			Pectobacterium parmentieri Genome sequencing and assembly
Pectobacterium parmentieri		WC19161				ASM1612689v1	GCA_016126895.1	From INSDC submitter									Inner Mongolia University	4990747	Complete Genome	2020-12-20	4990747	4583	4352	SAMN17066455	PRJNA684695			Pectobacterium parmentieri strain:WC19161 Genome sequencing
Pectobacterium parmentieri		QK-5				ASM1686493v1	GCA_016864935.1	From INSDC submitter									Fujian Academy of Agricultural Sciences	5047152	Complete Genome	2021-02-11	5047152	4630	4387	SAMN16287580	PRJNA666279			Complete genome sequences of three Pectobacterium strains isolated from potato plant with blackleg symptoms and comparative genomic analyses
