sampleId	sampleName	source	AssemblyAccession	AssemblyName	SpeciesName	taxonomy_corrected	SpeciesTaxid	Organism	AssemblyStatus	AssemblyType	BioSampleAccn	strain	geo_loc_name	geo_loc_country	collection_year	collection_date	host	isolation_source	env_broad_scale	env_local_scale	env_medium	length	GC_per	n_contigs	N50	N90	L50	L90	auN	N_per_100kb	contigs_gt_0kb	contigs_gt_1kb	contigs_gt_5kb	contigs_gt_10kb	contigs_gt_25kb	contigs_gt_50kb	length_gt_0kb	length_gt_1kb	length_gt_5kb	length_gt_10kb	length_gt_25kb	length_gt_50kb	largest_contig	buscog.complete	buscog.complete_single_copy	buscog.complete_duplicated	buscog.fragmented	buscog.missing	buscog.total	buscop.complete	buscop.complete_single_copy	buscop.complete_duplicated	buscop.fragmented	buscop.missing	buscop.total	submission_y	SubmissionDate	SubmitterOrganization	FtpPath_RefSeq	FtpPath_GenBank	Id	taxonomy_check_status	taxonomy_check_method	representative_status	ExclFromRefSeq	Anomalous	replaced	synonym_GB	synonym_RS	synonym_similarity	sample_type	collected_by	lat_lon	num_replicons	biomaterial_provider	isol_growth_condt	ref_biomaterial	sample_name	sub_species	project_name	culture_collection	ena_first_public	ena_last_update	external_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	submitter_id	ena_checklist	depth	host_tissue_sampled	altitude	investigation_type	sequencing_method	type_material	geographic_location_latitude	geographic_location_longitude	temp	geographic_location_depth	locus_tag_prefix	water_environmental_package	identified_by	plant_associated_environmental_package	biotic_relationship	rel_to_oxygen	habitat	cell_shape	disease	environmental_sample	gold_stamp_id	gram_staining	host_taxid	motility	note	oxygen_requirement	pathogenicity	phenotypes	samp_collect_device	samp_mat_process	samp_size	serotype	sporulation	target_gene	target_subfragment	temperature_range	assembly_method	broker_name	check_list_type	climate_environment	estimated_size	gcat_id	genome_coverage	geographic_location_elevation	health_state	health_status_of_host	host_age	host_height	host_infra_specific_name	host_infra_specific_rank	host_life_stage	latitude	longitude	oxy_stat_samp	plant_body_site	reference_guided_assembly	relevant_e_resources	samp_store_dur	samp_store_temp	season_environment	sequencing_technology	soil_environmental_package	source_material_id	subsrc_note	tax_id	trophic_level	symptom_per_2019	symptom_per_2020	symptom_per_2021	virulence.old	virulence	virulence_pcr
GCF_001039055.1_ASM103905v1	GCF_001039055.1	NCBI	GCF_001039055.1	ASM103905v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum ICMP 5702 (enterobacteria)	Contig	haploid	SAMN03782483	ICMP 5702	Denmark	Denmark	NA	NA	potato	NA	NA	NA	NA	4768473	51.91	25	448171	220385	4	10	507916.7	0.13	46	21	18	17	17	14	4774457	4765641	4759746	4754082	4754082	4650973	954987	99.545	99.091	0.455	0.227	0.227	440	99.318	98.864	0.455	0.227	0.455	440	2015	2015-06-24T00:00:00Z	Lincoln University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/055/GCF_001039055.1_ASM103905v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/055/GCA_001039055.1_ASM103905v1	355721	OK	NCBI_ANI	NA	NA	NA	NA	GCA_001039055.1	GCF_001039055.1	identical	DNA	NA	NA	NA	NA	NA	NA	NA	carotovorum	NA	ICMP:5702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	type strain of Pectobacterium carotovorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_001039065.1_ASM103906v1	GCF_001039065.1	NCBI	GCF_001039065.1	ASM103906v1	Pectobacterium peruviense	FALSE	2066479	Pectobacterium peruviense (enterobacteria)	Contig	haploid	SAMN03782482	UGC32	Peru	Peru	NA	NA	potato	NA	NA	NA	NA	4795941	51.09	22	307291	150915	6	15	329545.9	0.1	28	22	20	20	20	18	4797741	4795941	4789976	4789976	4789976	4712936	681885	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2015	2015-06-24T00:00:00Z	Lincoln University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/065/GCF_001039065.1_ASM103906v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/065/GCA_001039065.1_ASM103906v1	355701	OK	NCBI_ANI	representative genome	NA	NA	NA	GCA_001039065.1	GCF_001039065.1	identical	DNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Originally submitted as Pectobacterium carotovorum subsp. carotovorum UGC32 but changed in October 2018 because of ANI results to Pectobacterium peruviense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_001038675.1_ASM103867v1	GCF_001038675.1	NCBI	GCF_001038675.1	ASM103867v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense ICMP 19477 (enterobacteria)	Contig	haploid	SAMN03780057	ICMP 19477	New Zealand	New Zealand	2004	2004-03-01	NA	potato	NA	NA	NA	4973512	52.11	16	1120187	141733	2	6	928881	0.3	35	12	11	10	9	9	4979055	4971144	4967506	4961871	4945657	4945657	1423741	99.545	98.864	0.682	0.227	0.227	440	99.318	98.636	0.682	0.227	0.455	440	2015	2015-06-24T00:00:00Z	The New Zealand Institute for Plant & Food Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/675/GCF_001038675.1_ASM103867v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/038/675/GCA_001038675.1_ASM103867v1	355521	OK	NCBI_ANI	NA	NA	NA	NA	GCA_001038675.1	GCF_001038675.1	identical	NA	NA	NA	NA	NA	NA	NA	NA	brasiliensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_001038685.1_ASM103868v1	GCF_001038685.1	NCBI	GCF_001038685.1	ASM103868v1	Pectobacterium atrosepticum	FALSE	29471	Pectobacterium atrosepticum ICMP 1526 (enterobacteria)	Contig	haploid	SAMN03780058	ICMP 1526	New Zealand	New Zealand	2004	2004-03-01	NA	potato	NA	NA	NA	4867087	50.88	24	797800	222763	3	8	770108.1	0.18	33	20	17	15	14	11	4869384	4864281	4859920	4843818	4830538	4706884	1418602	94.091	93.636	0.455	0.682	5.227	440	94.091	93.636	0.455	0.682	5.227	440	2015	2015-06-24T00:00:00Z	The New Zealand Institute for Plant & Food Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/685/GCF_001038685.1_ASM103868v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/038/685/GCA_001038685.1_ASM103868v1	355511	OK	NCBI_ANI	NA	NA	NA	NA	GCA_001038685.1	GCF_001038685.1	identical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	type strain of Pectobacterium atrosepticum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808195.1_ASM80819v1	GCF_000808195.1	NCBI	GCF_000808195.1	ASM80819v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN03252598	Y64	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4816280	52.14	15	408698	184498	3	10	675161.6	7.14	15	15	15	15	15	13	4816280	4816280	4816280	4816280	4816280	4733371	1413584	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/195/GCF_000808195.1_ASM80819v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/195/GCA_000808195.1_ASM80819v1	243151	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808195.1	GCF_000808195.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808215.1_ASM80821v1	GCF_000808215.1	NCBI	GCF_000808215.1	ASM80821v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Contig	haploid	SAMN03252600	Y57	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4819722	51.95	23	307303	131024	5	13	432865.1	0.21	24	22	20	19	17	17	4819926	4819018	4815090	4809085	4761475	4761475	881241	97.273	96.818	0.455	0.227	2.5	440	97.273	96.818	0.455	0.227	2.5	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/215/GCF_000808215.1_ASM80821v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/215/GCA_000808215.1_ASM80821v1	243141	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808215.1	GCF_000808215.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	carotovorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808295.1_ASM80829v1	GCF_000808295.1	NCBI	GCF_000808295.1	ASM80829v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN03252607	Y31	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4826010	52.02	14	903350	163646	2	7	1085833.5	4.58	14	14	12	12	12	10	4826010	4826010	4820734	4820734	4820734	4742251	1956638	99.318	98.864	0.455	0.455	0.227	440	99.318	98.864	0.455	0.455	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/295/GCF_000808295.1_ASM80829v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/295/GCA_000808295.1_ASM80829v1	243131	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808295.1	GCF_000808295.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808315.1_ASM80831v1	GCF_000808315.1	NCBI	GCF_000808315.1	ASM80831v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN03252608	Y3	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4739849	52.12	16	678245	162941	3	8	684828.4	5.19	17	15	14	14	14	11	4740143	4739317	4734846	4734846	4734846	4616725	1168259	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/315/GCF_000808315.1_ASM80831v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/315/GCA_000808315.1_ASM80831v1	243121	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808315.1	GCF_000808315.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808335.1_ASM80833v1	GCF_000808335.1	NCBI	GCF_000808335.1	ASM80833v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Contig	haploid	SAMN03252609	Y65	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4680590	51.99	31	239237	88178	8	20	226346	0.04	31	31	30	30	28	24	4680590	4680590	4677779	4677779	4656829	4508789	394823	99.091	98.636	0.455	0.227	0.682	440	99.091	98.636	0.455	0.227	0.682	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/335/GCF_000808335.1_ASM80833v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/335/GCA_000808335.1_ASM80833v1	243101	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808335.1	GCF_000808335.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808515.1_ASM80851v1	GCF_000808515.1	NCBI	GCF_000808515.1	ASM80851v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMN03252620	B5	China: Beijing	China	2013	2013-06-01	Brassica rapa ssp. pekinensis (Chinese cabbage)	infected leaves	NA	NA	NA	4826332	52.16	6	1446736	1082551	2	3	1428095.6	6.11	6	6	6	6	6	5	4826332	4826332	4826332	4826332	4826332	4784370	1885557	99.545	99.091	0.455	0.227	0.227	440	99.318	98.864	0.455	0.227	0.455	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/515/GCF_000808515.1_ASM80851v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/515/GCA_000808515.1_ASM80851v1	237781	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808515.1	GCF_000808515.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	carotovorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808495.1_ASM80849v1	GCF_000808495.1	NCBI	GCF_000808495.1	ASM80849v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMN03252619	B2	China: Beijing	China	2013	2013-07-01	Brassica rapa ssp. pekinensis (Chinese cabbage)	infected leaves	NA	NA	NA	4756023	51.98	12	605830	189130	2	7	1290510.8	1.14	12	12	12	11	11	10	4756023	4756023	4756023	4748930	4748930	4711552	2287425	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/495/GCF_000808495.1_ASM80849v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/495/GCA_000808495.1_ASM80849v1	237771	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808495.1	GCF_000808495.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	carotovorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808475.1_ASM80847v1	GCF_000808475.1	NCBI	GCF_000808475.1	ASM80847v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Contig	haploid	SAMN03252618	Y39	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4965577	51.93	12	839338	275166	3	7	781001.5	0.14	12	12	11	11	11	9	4965577	4965577	4962446	4962446	4962446	4884457	1271157	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/475/GCF_000808475.1_ASM80847v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/475/GCA_000808475.1_ASM80847v1	237761	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808475.1	GCF_000808475.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	carotovorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808455.1_ASM80845v1	GCF_000808455.1	NCBI	GCF_000808455.1	ASM80845v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN03252617	Y60	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4832431	51.96	16	488480	180357	3	10	599682.7	5.17	16	16	16	16	15	13	4832431	4832431	4832431	4832431	4812423	4746621	1197624	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/455/GCF_000808455.1_ASM80845v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/455/GCA_000808455.1_ASM80845v1	237751	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808455.1	GCF_000808455.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808435.1_ASM80843v1	GCF_000808435.1	NCBI	GCF_000808435.1	ASM80843v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMN03252616	Y16	China: Beijing	China	2013	2013-07-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	4741163	51.91	29	272417	83488	7	19	255121.9	5.19	29	29	29	29	28	23	4741163	4741163	4741163	4741163	4721221	4530426	479986	99.545	99.091	0.455	0.227	0.227	440	99.318	98.864	0.455	0.227	0.455	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/435/GCF_000808435.1_ASM80843v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/435/GCA_000808435.1_ASM80843v1	237741	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808435.1	GCF_000808435.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	carotovorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808415.1_ASM80841v1	GCF_000808415.1	NCBI	GCF_000808415.1	ASM80841v1	Pectobacterium parvum	FALSE	2778550	Pectobacterium parvum (enterobacteria)	Scaffold	haploid	SAMN03252604	Y1	China: Beijing	China	2013	2013-08-01	Brassica rapa ssp. chinensis	infected leaves	NA	NA	NA	3884778	51.27	30	245154	76253	7	17	233835.9	8.08	30	30	28	28	24	19	3884778	3884778	3879722	3879722	3821036	3642453	449558	92.5	92.273	0.227	0.455	7.045	440	92.5	92.273	0.227	0.455	7.045	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/415/GCF_000808415.1_ASM80841v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/415/GCA_000808415.1_ASM80841v1	237731	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808415.1	GCF_000808415.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000808375.1_ASM80837v1	GCF_000808375.1	NCBI	GCF_000808375.1	ASM80837v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN03252599	S2	China: Beijing	China	2007	2007-05-01	Brassica rapa ssp. pekinensis (Chinese cabbage)	infected leaves	NA	NA	NA	4836552	52.03	36	261972	66418	7	19	295750.5	8.37	37	35	30	30	27	22	4836921	4836009	4826862	4826862	4772266	4583873	619981	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2014	2014-12-29T00:00:00Z	Beijing Academy of Agriculture and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/375/GCF_000808375.1_ASM80837v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/375/GCA_000808375.1_ASM80837v1	237721	OK	NCBI_ANI	NA	NA	NA	NA	GCA_000808375.1	GCF_000808375.1	identical	whole organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
